node_name/poi_id,checkin_cnt,poi_catid,poi_catid_code,poi_catname,latitude,longitude
4a4108e6f964a520b6a41fe3,11,4bf58dd8d48988d1dd931735,248,Soup Place,40.74068572015636,-73.98729289817663
4e028dacb0fb88a1209ac864,8,4bf58dd8d48988d11e951735,59,Food & Drink Shop,40.73898201597659,-73.989677131176
42829c80f964a5206a221fe3,519,4bf58dd8d48988d129951735,79,Train Station,40.75280620914171,-73.97717535495758
49b7ed6df964a52030531fe3,264,4bf58dd8d48988d164941735,140,Plaza,40.756489872673846,-73.98626804351807
4a847222f964a520a1fc1fe3,16,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.75755033809161,-73.98486527831999
4bf13b20b315c9b6a5bd93ff,11,4bf58dd8d48988d12a951735,81,Train Station,40.59009477009124,-73.97417879506523
4a523c9df964a5206cb11fe3,9,4bf58dd8d48988d1c5941735,228,Sandwich Place,40.73710647765176,-73.99032307563172
4a4d10fbf964a52082ad1fe3,124,4bf58dd8d48988d1fd931735,307,Subway,40.67837610578439,-73.90339851379395
4e56dcb252b1d8d4e3115217,17,4f2a25ac4b909258e854f55f,369,Neighborhood,40.61740978149997,-73.95989861532688
4bdb71243904a593177b4a9e,4,4bf58dd8d48988d1f9931735,299,Road,40.757895828322525,-73.97765278816223
4ad3d174f964a5207be620e3,13,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.7388714434338,-73.98297136918099
4af5a46af964a520b5fa21e3,24,4bf58dd8d48988d18f941735,179,Art Museum,40.761396839012,-73.97698574930376
447bf8f1f964a520ec331fe3,84,4bf58dd8d48988d122951735,66,Electronics Store,40.76393850093645,-73.97308830420383
4ee535472c5b5fc6cd1fd9d9,18,4bf58dd8d48988d155941735,125,Gastropub,40.72639997828572,-73.9917348465147
41390580f964a520dc1a1fe3,61,4bf58dd8d48988d1fa941735,302,Food & Drink Shop,40.74195650925749,-74.00483627296967
4a01ee7bf964a52010711fe3,7,4bf58dd8d48988d16c941735,148,Burger Joint,40.713240189310966,-74.01618003845215
430d0a00f964a5203e271fe3,11,4bf58dd8d48988d163941735,139,Park,40.701593743002,-73.99592399597168
4b376908f964a520ef4025e3,9,4bf58dd8d48988d132941735,94,Church,40.81681580433024,-73.94139250202096
4adca802f964a520632e21e3,8,4bf58dd8d48988d1df931735,251,BBQ Joint,40.77693,-73.977499
4e4b34e3814d52398af27a92,36,4bf58dd8d48988d176941735,157,Gym / Fitness Center,40.80927000313523,-73.94907116889954
4a46c0b1f964a52065a91fe3,6,4bf58dd8d48988d17f941735,165,Movie Theater,40.809391811146064,-73.95174264907835
43237380f964a520a6271fe3,9,5032792091d4c4b30a586d5c,382,Concert Hall,40.77308312955881,-73.98281335830688
4840fe6bf964a52030501fe3,339,4bf58dd8d48988d1fe931735,309,Bus Station,40.75722129839836,-73.99154663085938
4a496b05f964a5204dab1fe3,11,4bf58dd8d48988d176941735,157,Gym / Fitness Center,40.809865807665965,-73.95154697526134
4a48080ff964a52075aa1fe3,20,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.81967266642876,-73.95994453399868
3fd66200f964a5202ee81ee3,13,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.780557679970805,-73.98171901702881
4a68fff8f964a5206dcb1fe3,21,4bf58dd8d48988d176941735,157,Gym / Fitness Center,40.800356,-73.94687168
4a3d735cf964a5204ba21fe3,21,4bf58dd8d48988d1f6941735,294,Department Store,40.75150160315114,-73.98271884655175
427d5680f964a520a8211fe3,18,4bf58dd8d48988d18f941735,179,Art Museum,40.6716389935202,-73.96381202180841
4ac8b592f964a52054bc20e3,7,4bf58dd8d48988d196941735,185,Medical Center,40.840534839134165,-73.94120693206787
4f628d17e4b0ce431b69bafc,7,4bf58dd8d48988d14e941735,118,American Restaurant,40.808534159065616,-73.94512371580227
4a6a2fecf964a520cacc1fe3,21,4bf58dd8d48988d1f6941735,294,Department Store,40.73215319032559,-74.03588891029358
4b23f704f964a520f55d24e3,7,4bf58dd8d48988d119951735,50,Food & Drink Shop,40.731145066213685,-74.04147863388062
49e4ec34f964a5206e631fe3,55,4bf58dd8d48988d1fd941735,308,Mall,40.72696606629052,-74.0383243560791
4e0123ec62843b639cfab90d,6,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.72891738296314,-74.0413498878479
4f513d70e4b063296bba53cc,11,4bf58dd8d48988d130941735,91,Building,40.71186956191786,-74.01181415253035
4ae8906ef964a52071b021e3,88,4bf58dd8d48988d129951735,79,Train Station,40.71267092713338,-74.01193141937256
4a946ed7f964a520902120e3,32,4bf58dd8d48988d1fd931735,307,Subway,40.72688476018746,-74.03454780578613
4af18817f964a5203fe121e3,69,4bf58dd8d48988d129951735,79,Train Station,40.73606359173575,-74.02938723564148
4a80af37f964a520eaf51fe3,12,4bf58dd8d48988d1ff941735,312,Miscellaneous Shop,40.72289631456779,-74.03914363725167
4ad77a2bf964a520280b21e3,159,4bf58dd8d48988d129951735,79,Train Station,40.71948548899754,-74.0427017211914
4ef4c5b099111bd0a9b8e9c2,21,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.77211112866,-73.96095474201344
4c2fa71309a99c7413e30a2a,7,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.77191392045793,-73.95900893890409
4cc2ff0682388cfa2c686435,19,4bf58dd8d48988d13b941735,103,School,40.79336765410783,-73.94829806103874
4eb0d7bc4fc6015c82ea1c3e,8,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.81009017275893,-73.94326686859131
4a242c9af964a520fb7d1fe3,11,4bf58dd8d48988d1f8941735,298,Furniture / Home Store,40.72553593075708,-73.99678499873524
44e39280f964a52045371fe3,20,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.72645383618287,-73.99859547615051
4cae5172cbab236a20768f73,10,4bf58dd8d48988d136941735,98,Theater,40.68670740090934,-73.97777080535889
49de0156f964a52021601fe3,121,4bf58dd8d48988d129951735,79,Train Station,40.805144639820114,-73.93914699554443
49ef4c99f964a52092681fe3,11,4bf58dd8d48988d1dd931735,248,Soup Place,40.774626,-73.959236
4a95cf86f964a520c92420e3,8,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.79409,-73.96717
4ae2efbbf964a520b78f21e3,12,4bf58dd8d48988d127951735,75,Arts & Crafts Store,40.79483544823571,-73.96598274410916
4aa3ed73f964a520604420e3,4,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.79096987028617,-73.94705146551132
4a43bd40f964a520bfa61fe3,72,4bf58dd8d48988d1df941735,252,Bridge,40.75673368214285,-73.95445704460144
42d1b680f964a5200b261fe3,9,4bf58dd8d48988d154941735,124,Cuban Restaurant,40.68647960590641,-73.97434294223785
4ca66eec5a1e952129d98ace,11,4bf58dd8d48988d103951735,7,Clothing Store,40.77843896961532,-73.95451457533076
42911d00f964a520f5231fe3,643,4bf58dd8d48988d129951735,79,Train Station,40.750794799423865,-73.99357639021292
4acca438f964a5201dc920e3,5,4bf58dd8d48988d142941735,106,Asian Restaurant,40.7317183252113,-73.98555396792241
4a257482f964a520557e1fe3,4,4bf58dd8d48988d1d0941735,238,Dessert Shop,40.73179547061488,-73.98567259311676
4cf99545c51fa1cd9d8bdb2b,6,4bf58dd8d48988d1a3941735,198,College Academic Building,40.8098120013228,-73.95910077666015
4aed0b8cf964a520ebcc21e3,3,4bf58dd8d48988d1e5931735,263,Music Venue,40.81440531649213,-73.94437173850456
4a319883f964a520fc991fe3,10,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.733879,-73.988185
4f36cf39e4b0fc67a89276f5,8,4bf58dd8d48988d16c941735,148,Burger Joint,40.76853552076642,-73.95557647143723
3fd66200f964a520def11ee3,224,4bf58dd8d48988d163941735,139,Park,40.73528249691621,-73.99040315158283
4fa16401e4b0dae72e3925a3,7,4bf58dd8d48988d116941735,43,Bar,40.74422471878332,-73.98403884753738
4a9326bff964a520f81e20e3,8,4bf58dd8d48988d163941735,139,Park,40.80448308603994,-73.94392399490886
4ad854bbf964a5200b1121e3,13,4bf58dd8d48988d175941735,156,Gym / Fitness Center,40.781333,-73.97965
4a705a19f964a5204ed71fe3,6,4bf58dd8d48988d175941735,156,Gym / Fitness Center,40.75915,-73.978449
4adf2ccff964a520057821e3,9,4bf58dd8d48988d102941735,4,Gym / Fitness Center,40.74130690856319,-73.99004459381104
44abe943f964a52008351fe3,6,4bf58dd8d48988d1c4941735,227,Restaurant,40.714482,-73.957302
3fd66200f964a52008f11ee3,11,4bf58dd8d48988d117941735,45,Beer Garden,40.77300701660423,-73.9158862978038
40abf500f964a52035f31ee3,77,4bf58dd8d48988d163941735,139,Park,40.73083612189599,-73.99764060974121
4ca36504d5a2a143def14890,5,4bf58dd8d48988d1ca941735,233,Pizza Place,40.715697,-73.953603
4dd7c0afd1647fcf3e518ff3,22,4bf58dd8d48988d1f7941735,296,Flea Market,40.720599497806894,-73.96312594413757
4a0752b5f964a5204a731fe3,5,4bf58dd8d48988d1f7941735,296,Flea Market,40.71985685897994,-73.96130486969331
4e300d723151250387b61125,24,4bf58dd8d48988d1c9941735,232,Ice Cream Shop,40.72634864558351,-73.98415714502335
4a7f4eb1f964a520a5f31fe3,2,4bf58dd8d48988d124941735,69,Office,40.74622927002695,-73.982381
4acf7cadf964a52003d420e3,28,4bf58dd8d48988d1cb941735,234,Food Truck,40.74265628447347,-73.98901462554932
4dcabca41f6e2812677e3598,8,4bf58dd8d48988d110941735,32,Italian Restaurant,40.71811007138396,-73.9575452687688
4eeb8f728231035d6c7558dd,8,4bf58dd8d48988d1c1941735,224,Mexican Restaurant,40.73384420292348,-73.99309158325195
4aa868abf964a520295120e3,10,4bf58dd8d48988d116941735,43,Bar,40.73907152609708,-73.98379780455603
3fd66200f964a520c7f11ee3,7,4bf58dd8d48988d1ca941735,233,Pizza Place,40.73168165030361,-73.99618148803711
4b709d01f964a5204c252de3,17,4bf58dd8d48988d110941735,32,Italian Restaurant,40.72154512476467,-73.98884242671608
41196180f964a5200b0c1fe3,20,4bf58dd8d48988d163941735,139,Park,40.69118178774824,-73.97480964660645
4ac6bb7ff964a52014b620e3,6,4bf58dd8d48988d116941735,43,Bar,40.71275398624102,-73.96637304015732
4ff4c10ce4b01d081f52b0b8,18,4bf58dd8d48988d1f1931735,284,General Entertainment,40.75167775771431,-73.99120686837627
49becfd3f964a520e0541fe3,10,4bf58dd8d48988d113941735,38,Korean Restaurant,40.747716919319366,-73.98641482645229
49e34b16f964a5206f621fe3,10,4bf58dd8d48988d1f2941735,287,Sporting Goods Shop,40.73753501383214,-73.99030208587646
3fd66200f964a52056ee1ee3,2,4bf58dd8d48988d1ca941735,233,Pizza Place,40.71883289192165,-73.95662114190908
4a2c639bf964a52059971fe3,8,4bf58dd8d48988d1c1941735,224,Mexican Restaurant,40.766038408545775,-73.98682594299316
4db9f3a50437ffd207981bfa,21,4f2a25ac4b909258e854f55f,369,Neighborhood,40.73328158904387,-74.00329261226874
4a7a0832f964a5203ce81fe3,14,4bf58dd8d48988d1c1941735,224,Mexican Restaurant,40.745245,-73.982692
49d3d4a7f964a5201a5c1fe3,37,4bf58dd8d48988d1fa931735,301,Hotel,40.74088398082356,-74.00765959043375
49f68bb6f964a5204f6c1fe3,9,4bf58dd8d48988d116941735,43,Bar,40.74017876390845,-74.00560522941583
43e46531f964a520e82e1fe3,8,4bf58dd8d48988d179941735,160,Bagel Shop,40.717542027538045,-73.95793318748474
4e4e2e1662844166697bd28c,7,4bf58dd8d48988d1f2941735,287,Sporting Goods Shop,40.72463254164776,-73.9955323934555
49f76cc2f964a5209d6c1fe3,83,4bf58dd8d48988d129951735,79,Train Station,40.73420076077984,-74.16483829470191
3fd66200f964a520d7f11ee3,132,4bf58dd8d48988d163941735,139,Park,40.75372797263211,-73.98368835767094
40d38200f964a52041011fe3,21,4bf58dd8d48988d114951735,40,Bookstore,40.75485025788179,-73.98800493858226
4dd80993e4cd37c893bb2abf,15,4bf58dd8d48988d15f941735,135,Other Great Outdoors,40.7721081261999,-73.97590398788452
4be1dcc440c0ef3b2f5cbed6,6,4bf58dd8d48988d163941735,139,Park,40.8605409907872,-73.93363134709895
4aa512c5f964a5205e4720e3,3,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.73500513446808,-73.99326138382618
4ff4271ae4b0b8fda8c37cc8,41,4bf58dd8d48988d162941735,138,Other Great Outdoors,40.745180776401206,-73.97943602217596
4bfb0ac865fbc9b660e8906c,12,4bf58dd8d48988d106941735,12,Gym / Fitness Center,40.73441328403598,-74.01000022888184
4a676435f964a52054c91fe3,35,4bf58dd8d48988d1f2941735,287,Sporting Goods Shop,40.76280318635086,-73.97336953664879
4cfb90ee2d80a143302e4cd8,21,4bf58dd8d48988d106941735,12,Gym / Fitness Center,40.73268976628568,-73.97463798522949
4c8509cfd4e2370470c67e88,11,4bf58dd8d48988d106941735,12,Gym / Fitness Center,40.84884561932444,-73.82208806672762
4d9e5fb52052f04d07c8b494,13,4bf58dd8d48988d1fa931735,301,Hotel,40.71532522653398,-74.00952456386844
4283ee00f964a52085221fe3,5,4bf58dd8d48988d1ae941735,208,University,40.72898242586681,-73.9958381652832
45938647f964a52045401fe3,5,4bf58dd8d48988d175941735,156,Gym / Fitness Center,40.77424772550128,-73.98162840411491
434da380f964a520a5281fe3,6,4bf58dd8d48988d1ce941735,237,Seafood Restaurant,40.75546586313989,-73.98723363876343
43a52546f964a520532c1fe3,243,4bf58dd8d48988d1ed931735,277,Airport,40.645089355976346,-73.7845230102539
4eb811f629c212fb6d8158e5,9,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.72795460840525,-73.99326138382618
49ef71e3f964a520b8681fe3,10,4bf58dd8d48988d114951735,40,Bookstore,40.75407123579426,-73.98446354157814
4a09f665f964a52077741fe3,5,4bf58dd8d48988d17b941735,162,Zoo,40.76744416223376,-73.97193431854248
43a72ba0f964a520672c1fe3,69,4bf58dd8d48988d180941735,166,Movie Theater,40.73416736029532,-73.99048715829849
4a21834ff964a520077d1fe3,20,4bf58dd8d48988d112951735,37,Hardware Store,40.74215230390258,-73.99064540863037
40e74880f964a520150a1fe3,42,4bf58dd8d48988d16c941735,148,Burger Joint,40.741160589048285,-73.98811340332031
4bd44b84a8b3a5937e7f6b5f,25,4bf58dd8d48988d189941735,174,Stadium,40.8134844303353,-74.07433032989502
4b53672bf964a520199b27e3,20,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.764016,-73.82947598
4cd95a235e1b721e58b23ed9,32,4bf58dd8d48988d143941735,107,Breakfast Spot,40.70353165632546,-73.80230514842124
4ba3bc00f964a520a85938e3,12,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.75778224619744,-73.8279467402784
4c40d709a48d9c74ab6c0c40,24,4bf58dd8d48988d12b951735,83,Bus Station,40.70780845475596,-73.80277044875054
4a19b507f964a520347a1fe3,16,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.718090320753845,-73.99999866268365
4c62bfd0e1621b8dfe232453,38,4f2a25ac4b909258e854f55f,369,Neighborhood,40.75951304689015,-73.83147239685059
4a19aaebf964a520307a1fe3,15,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.75811474431927,-73.82963977754116
4bae1d87f964a52011863be3,16,4bf58dd8d48988d1f9931735,299,Road,40.68779755192939,-73.89198303222656
4b5fbcf0f964a520b2ca29e3,29,4bf58dd8d48988d10f951735,31,Drugstore / Pharmacy,40.60589932242496,-73.98453814989372
4ab66100f964a520ce7620e3,14,4bf58dd8d48988d196941735,185,Medical Center,40.63904061589954,-73.99794101715088
4b40d02df964a5207bbb25e3,6,4bf58dd8d48988d1ff941735,312,Miscellaneous Shop,40.65078524807129,-73.87308141384973
4b5d9f0df964a520d06329e3,31,4bf58dd8d48988d1fd931735,307,Subway,40.6930853448663,-73.92848253250122
4b085910f964a520b90923e3,12,4bf58dd8d48988d1f6941735,294,Department Store,40.78292986145215,-73.83085012435913
4a92a28ff964a520451d20e3,26,4bf58dd8d48988d1f6941735,294,Department Store,40.78322231631631,-73.83344650268555
4a9e7e1af964a5204c3a20e3,27,4bf58dd8d48988d1f6941735,294,Department Store,40.68430926459708,-73.97653193850032
43bba61df964a520eb2c1fe3,42,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.73485228613973,-73.99108529090881
4b9d18b2f964a520408f36e3,6,4bf58dd8d48988d103951735,7,Clothing Store,40.73595831,-73.991189
460d4b1ef964a52004451fe3,33,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.723955,-73.991829
49e7ce15f964a5201d651fe3,15,4bf58dd8d48988d17f941735,165,Movie Theater,40.7148694149892,-74.01538906944295
4a96a056f964a520672620e3,28,4bf58dd8d48988d1fd931735,307,Subway,40.747614599377656,-73.883957862854
4e3c89c8aeb73139a16d84ee,5,4bf58dd8d48988d1dc931735,247,Tea Room,40.717854,-74.000208
4a663fe9f964a5204ac81fe3,6,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.726935293656254,-74.00015934446586
49c6630ef964a5203d571fe3,12,4bf58dd8d48988d147941735,111,Diner,40.60570191978616,-73.98525553606459
4c33bfa516adc928ae27c49c,6,4bf58dd8d48988d1f6941735,294,Department Store,40.66094628812604,-73.7224412643994
4b208e76f964a520213324e3,12,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.582704252811,-73.98557118513084
508af9ccf13627e878935855,57,4bf58dd8d48988d162941735,138,Other Great Outdoors,40.78782018739577,-73.79104614257812
503f8ef9e4b07b1707e3b915,3,4bf58dd8d48988d197941735,186,College Academic Building,40.913596103806974,-73.90890494806025
4fa93241e4b02c573a9a87c9,3,4bf58dd8d48988d1a7941735,201,College Academic Building,40.91183,-73.906612
4d3a365dcc48224b400d3b4f,4,4bf58dd8d48988d1a3941735,198,College Academic Building,40.91163003603256,-73.90776815853675
4f8cacdbe4b0af04c3918a11,4,4bf58dd8d48988d1b2941735,212,College Academic Building,40.91159986224817,-73.90760165850426
4daddba56a23e6c9347e1092,5,4bf58dd8d48988d1a3941735,198,College Academic Building,40.91118965891332,-73.90711069107056
4d07e5203593548174e0f529,3,4bf58dd8d48988d1a7941735,201,College Academic Building,40.911961,-73.906654
503bee84e4b0e79b22202bf1,1,4bf58dd8d48988d1a1941735,196,College Academic Building,40.91123778409178,-73.90816431321454
40b68100f964a5207d001fe3,302,4bf58dd8d48988d163941735,139,Park,40.74218830848454,-73.98792418909154
4a36c1b9f964a520dd9d1fe3,81,4bf58dd8d48988d196941735,185,Medical Center,40.74167304814132,-73.97428784381152
4b4b76d3f964a520c29c26e3,4,4bf58dd8d48988d110951735,33,Salon / Barbershop,40.73991469094372,-73.98923267637623
4b6c43a2f964a5208a2c2ce3,7,4bf58dd8d48988d1dc931735,247,Tea Room,40.74095989432878,-73.98918102573148
49c27575f964a520f1551fe3,48,4bf58dd8d48988d1fa941735,302,Food & Drink Shop,40.73652697126574,-73.9905595779419
4e031ac452b10583352d4e83,10,4bf58dd8d48988d16c941735,148,Burger Joint,40.740778258449865,-73.98768315098722
4a7dcf5cf964a520b5ef1fe3,25,4bf58dd8d48988d1f8941735,298,Furniture / Home Store,40.740019218226266,-73.99469608826703
3fd66200f964a5205de41ee3,16,4bf58dd8d48988d10c941735,24,French Restaurant,40.73821643777286,-73.9878495820916
3fd66200f964a520ade91ee3,6,4bf58dd8d48988d157941735,127,American Restaurant,40.734225002140064,-73.993703273938
4c5ef77bfff99c74eda954d3,100,4bf58dd8d48988d118951735,48,Food & Drink Shop,40.74186151409088,-73.98943362953369
4a4183a0f964a5205ba51fe3,6,4bf58dd8d48988d10c941735,24,French Restaurant,40.74033689217464,-73.9886817354489
4691e9b3f964a520c2481fe3,8,4bf58dd8d48988d17e941735,164,Movie Theater,40.725768758926016,-73.99730722279487
40f1d480f964a5206a0a1fe3,89,4bf58dd8d48988d163941735,139,Park,40.74706188749892,-74.00519371032715
4bf453a66a31d13a92a0952e,16,4bf58dd8d48988d1f9931735,299,Road,40.729798,-74.038666
4c83a1e451ada1cd8c332710,28,4bf58dd8d48988d1e0931735,253,Coffee Shop,40.741904376575214,-73.98906826972961
4a4138ebf964a520f9a41fe3,37,4bf58dd8d48988d17f941735,165,Movie Theater,40.74492342607472,-73.9980360386088
49d23a22f964a5209f5b1fe3,13,4bf58dd8d48988d112941735,36,Bar,40.741128,-73.989902
3fd66200f964a52008e91ee3,6,4bf58dd8d48988d16d941735,149,Caf¨¦,40.736827,-73.986909
4b2a9723f964a520e6ab24e3,11,4bf58dd8d48988d10f951735,31,Drugstore / Pharmacy,40.74123105421344,-73.9895368410022
4c8ac04852a98cfa84992fe9,8,4d4ae6fc7a7b7dea34424761,318,Fried Chicken Joint,40.743107753743374,-73.98923841533589
4bddb1eee75c0f471e39c503,5,4bf58dd8d48988d130941735,91,Building,40.760802711191495,-73.99910343314372
4283ee00f964a5209d221fe3,44,4bf58dd8d48988d1ff931735,311,Convention Center,40.75671096305903,-74.00100198012031
4ab7927bf964a5201f7a20e3,7,4bf58dd8d48988d16c941735,148,Burger Joint,40.785714,-73.97277653217316
4b82e4cbf964a52081eb30e3,5,4bf58dd8d48988d1fc941735,306,Laundry Service,40.79419656648693,-73.97272825241089
3fd66200f964a520bbe91ee3,10,4bf58dd8d48988d110941735,32,Italian Restaurant,40.72628914961654,-74.00039462826085
4da307d5e7b8a09077802121,28,4bf58dd8d48988d1f1931735,284,General Entertainment,40.75678244392934,-74.00150299072266
46dda121f964a520924a1fe3,7,4bf58dd8d48988d123941735,67,Bar,40.73964987755085,-74.00695376497427
42699000f964a52047211fe3,8,4bf58dd8d48988d110941735,32,Italian Restaurant,40.72443788290763,-74.00274171175509
4e895343d5fbe29bfafc851c,15,4bf58dd8d48988d103951735,7,Clothing Store,40.74954092693113,-73.98661136627197
4a9ac075f964a5207b3220e3,10,4bf58dd8d48988d1eb931735,273,Airport,40.640888674046494,-73.78684043884277
3fd66200f964a5200de71ee3,16,4bf58dd8d48988d116941735,43,Bar,40.73233045525843,-74.0016399059716
4ea2c02193ad755e37150c15,5,4bf58dd8d48988d16d941735,149,Caf¨¦,40.723096,-73.995774
4a7c6d9bf964a52091ec1fe3,12,4bf58dd8d48988d104951735,9,Clothing Store,40.72397122795905,-73.99608487193893
431e2d80f964a52079271fe3,12,4bf58dd8d48988d151941735,121,Taco Place,40.72144922191938,-73.99761378765106
4a411ea5f964a520cba41fe3,14,4bf58dd8d48988d121941735,63,Bar,40.71581961178149,-74.00887039064251
4f9c7bc9e4b0873b678dd0dd,6,4bf58dd8d48988d11e941735,58,Bar,40.732558460236426,-73.98535883945247
4a318fe7f964a520f2991fe3,20,4bf58dd8d48988d163941735,139,Park,40.78086639331504,-73.96687030792236
412d2800f964a520df0c1fe3,85,4bf58dd8d48988d163941735,139,Park,40.7714256153356,-73.97350072860723
4b76ed15f964a520366b2ee3,23,4bf58dd8d48988d106941735,12,Gym / Fitness Center,40.77792543423929,-73.96661281585693
4c423c5bcc410f475783ac61,6,4bf58dd8d48988d163941735,139,Park,40.721502075213984,-73.96210670471191
49de37c5f964a52036601fe3,6,4bf58dd8d48988d145941735,109,Chinese Restaurant,40.775141896747336,-73.98249501939839
4bc779d992b376b07cca4f3a,11,4bf58dd8d48988d116941735,43,Bar,40.722262,-73.98332129
4a34038ef964a520929b1fe3,8,4bf58dd8d48988d112951735,37,Hardware Store,40.761471535292976,-73.96677374839783
4ec2947729c25ce5a3371338,3,4bf58dd8d48988d1c1941735,224,Mexican Restaurant,40.7627824523641,-73.9931064351043
45ebc982f964a52091431fe3,3,4bf58dd8d48988d1ca941735,233,Pizza Place,40.73037217266398,-74.00198422096011
